Output_node,Output_values,EMBF,DNF,Out_bin,Status
y0,"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1  1 -1  1  1  1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1  1 -1  1  1  1
 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1  1 -1  1  1  1 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1
 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1]",0,(x1 & x2 & x3 & x4) | (x1 & x2 & x3 & x5) | (x1 & x2 & x3 & x6) | (x1 & x2 & x3 & x7) | (x1 & x2 & x4 & x5) | (x1 & x2 & x4 & x6) | (x1 & x2 & x4 & x7) | (x1 & x2 & x5 & x6) | (x1 & x2 & x5 & x7) | (x1 & x2 & x6 & x7) | (x1 & x3 & x4 & x5) | (x1 & x3 & x4 & x6) | (x1 & x3 & x4 & x7) | (x1 & x3 & x5 & x6) | (x1 & x3 & x5 & x7) | (x1 & x3 & x6 & x7) | (x1 & x4 & x5 & x6) | (x1 & x4 & x5 & x7) | (x1 & x4 & x6 & x7) | (x1 & x5 & x6 & x7) | (x2 & x3 & x4 & x5) | (x2 & x3 & x4 & x6) | (x2 & x3 & x4 & x7) | (x2 & x3 & x5 & x6) | (x2 & x3 & x5 & x7) | (x2 & x3 & x6 & x7) | (x2 & x4 & x5 & x6) | (x2 & x4 & x5 & x7) | (x2 & x4 & x6 & x7) | (x2 & x5 & x6 & x7) | (x3 & x4 & x5 & x6) | (x3 & x4 & x5 & x7) | (x3 & x4 & x6 & x7) | (x3 & x5 & x6 & x7) | (x4 & x5 & x6 & x7),00000000000000010000000100010111000000010001011100010111011111110000000100010111000101110111111100010111011111110111111111111111,Essential Monotone Boolean Function
y1,"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1  1 -1  1  1  1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1  1 -1  1  1  1
 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1  1 -1  1  1  1 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1
 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1]",0,(x0 & x2 & x3 & x4) | (x0 & x2 & x3 & x5) | (x0 & x2 & x3 & x6) | (x0 & x2 & x3 & x7) | (x0 & x2 & x4 & x5) | (x0 & x2 & x4 & x6) | (x0 & x2 & x4 & x7) | (x0 & x2 & x5 & x6) | (x0 & x2 & x5 & x7) | (x0 & x2 & x6 & x7) | (x0 & x3 & x4 & x5) | (x0 & x3 & x4 & x6) | (x0 & x3 & x4 & x7) | (x0 & x3 & x5 & x6) | (x0 & x3 & x5 & x7) | (x0 & x3 & x6 & x7) | (x0 & x4 & x5 & x6) | (x0 & x4 & x5 & x7) | (x0 & x4 & x6 & x7) | (x0 & x5 & x6 & x7) | (x2 & x3 & x4 & x5) | (x2 & x3 & x4 & x6) | (x2 & x3 & x4 & x7) | (x2 & x3 & x5 & x6) | (x2 & x3 & x5 & x7) | (x2 & x3 & x6 & x7) | (x2 & x4 & x5 & x6) | (x2 & x4 & x5 & x7) | (x2 & x4 & x6 & x7) | (x2 & x5 & x6 & x7) | (x3 & x4 & x5 & x6) | (x3 & x4 & x5 & x7) | (x3 & x4 & x6 & x7) | (x3 & x5 & x6 & x7) | (x4 & x5 & x6 & x7),00000000000000010000000100010111000000010001011100010111011111110000000100010111000101110111111100010111011111110111111111111111,Essential Monotone Boolean Function
y2,"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1  1 -1  1  1  1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1  1 -1  1  1  1
 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1  1 -1  1  1  1 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1
 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1]",0,(x0 & x1 & x3 & x4) | (x0 & x1 & x3 & x5) | (x0 & x1 & x3 & x6) | (x0 & x1 & x3 & x7) | (x0 & x1 & x4 & x5) | (x0 & x1 & x4 & x6) | (x0 & x1 & x4 & x7) | (x0 & x1 & x5 & x6) | (x0 & x1 & x5 & x7) | (x0 & x1 & x6 & x7) | (x0 & x3 & x4 & x5) | (x0 & x3 & x4 & x6) | (x0 & x3 & x4 & x7) | (x0 & x3 & x5 & x6) | (x0 & x3 & x5 & x7) | (x0 & x3 & x6 & x7) | (x0 & x4 & x5 & x6) | (x0 & x4 & x5 & x7) | (x0 & x4 & x6 & x7) | (x0 & x5 & x6 & x7) | (x1 & x3 & x4 & x5) | (x1 & x3 & x4 & x6) | (x1 & x3 & x4 & x7) | (x1 & x3 & x5 & x6) | (x1 & x3 & x5 & x7) | (x1 & x3 & x6 & x7) | (x1 & x4 & x5 & x6) | (x1 & x4 & x5 & x7) | (x1 & x4 & x6 & x7) | (x1 & x5 & x6 & x7) | (x3 & x4 & x5 & x6) | (x3 & x4 & x5 & x7) | (x3 & x4 & x6 & x7) | (x3 & x5 & x6 & x7) | (x4 & x5 & x6 & x7),00000000000000010000000100010111000000010001011100010111011111110000000100010111000101110111111100010111011111110111111111111111,Essential Monotone Boolean Function
y3,"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1  1 -1  1  1  1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1  1 -1  1  1  1
 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1  1 -1  1  1  1 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1
 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1]",0,(x0 & x1 & x2 & x4) | (x0 & x1 & x2 & x5) | (x0 & x1 & x2 & x6) | (x0 & x1 & x2 & x7) | (x0 & x1 & x4 & x5) | (x0 & x1 & x4 & x6) | (x0 & x1 & x4 & x7) | (x0 & x1 & x5 & x6) | (x0 & x1 & x5 & x7) | (x0 & x1 & x6 & x7) | (x0 & x2 & x4 & x5) | (x0 & x2 & x4 & x6) | (x0 & x2 & x4 & x7) | (x0 & x2 & x5 & x6) | (x0 & x2 & x5 & x7) | (x0 & x2 & x6 & x7) | (x0 & x4 & x5 & x6) | (x0 & x4 & x5 & x7) | (x0 & x4 & x6 & x7) | (x0 & x5 & x6 & x7) | (x1 & x2 & x4 & x5) | (x1 & x2 & x4 & x6) | (x1 & x2 & x4 & x7) | (x1 & x2 & x5 & x6) | (x1 & x2 & x5 & x7) | (x1 & x2 & x6 & x7) | (x1 & x4 & x5 & x6) | (x1 & x4 & x5 & x7) | (x1 & x4 & x6 & x7) | (x1 & x5 & x6 & x7) | (x2 & x4 & x5 & x6) | (x2 & x4 & x5 & x7) | (x2 & x4 & x6 & x7) | (x2 & x5 & x6 & x7) | (x4 & x5 & x6 & x7),00000000000000010000000100010111000000010001011100010111011111110000000100010111000101110111111100010111011111110111111111111111,Essential Monotone Boolean Function
y4,"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1  1 -1  1  1  1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1  1 -1  1  1  1
 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1  1 -1  1  1  1 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1
 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1]",0,(x0 & x1 & x2 & x3) | (x0 & x1 & x2 & x5) | (x0 & x1 & x2 & x6) | (x0 & x1 & x2 & x7) | (x0 & x1 & x3 & x5) | (x0 & x1 & x3 & x6) | (x0 & x1 & x3 & x7) | (x0 & x1 & x5 & x6) | (x0 & x1 & x5 & x7) | (x0 & x1 & x6 & x7) | (x0 & x2 & x3 & x5) | (x0 & x2 & x3 & x6) | (x0 & x2 & x3 & x7) | (x0 & x2 & x5 & x6) | (x0 & x2 & x5 & x7) | (x0 & x2 & x6 & x7) | (x0 & x3 & x5 & x6) | (x0 & x3 & x5 & x7) | (x0 & x3 & x6 & x7) | (x0 & x5 & x6 & x7) | (x1 & x2 & x3 & x5) | (x1 & x2 & x3 & x6) | (x1 & x2 & x3 & x7) | (x1 & x2 & x5 & x6) | (x1 & x2 & x5 & x7) | (x1 & x2 & x6 & x7) | (x1 & x3 & x5 & x6) | (x1 & x3 & x5 & x7) | (x1 & x3 & x6 & x7) | (x1 & x5 & x6 & x7) | (x2 & x3 & x5 & x6) | (x2 & x3 & x5 & x7) | (x2 & x3 & x6 & x7) | (x2 & x5 & x6 & x7) | (x3 & x5 & x6 & x7),00000000000000010000000100010111000000010001011100010111011111110000000100010111000101110111111100010111011111110111111111111111,Essential Monotone Boolean Function
y5,"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1  1 -1  1  1  1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1  1 -1  1  1  1
 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1  1 -1  1  1  1 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1
 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1]",0,(x0 & x1 & x2 & x3) | (x0 & x1 & x2 & x4) | (x0 & x1 & x2 & x6) | (x0 & x1 & x2 & x7) | (x0 & x1 & x3 & x4) | (x0 & x1 & x3 & x6) | (x0 & x1 & x3 & x7) | (x0 & x1 & x4 & x6) | (x0 & x1 & x4 & x7) | (x0 & x1 & x6 & x7) | (x0 & x2 & x3 & x4) | (x0 & x2 & x3 & x6) | (x0 & x2 & x3 & x7) | (x0 & x2 & x4 & x6) | (x0 & x2 & x4 & x7) | (x0 & x2 & x6 & x7) | (x0 & x3 & x4 & x6) | (x0 & x3 & x4 & x7) | (x0 & x3 & x6 & x7) | (x0 & x4 & x6 & x7) | (x1 & x2 & x3 & x4) | (x1 & x2 & x3 & x6) | (x1 & x2 & x3 & x7) | (x1 & x2 & x4 & x6) | (x1 & x2 & x4 & x7) | (x1 & x2 & x6 & x7) | (x1 & x3 & x4 & x6) | (x1 & x3 & x4 & x7) | (x1 & x3 & x6 & x7) | (x1 & x4 & x6 & x7) | (x2 & x3 & x4 & x6) | (x2 & x3 & x4 & x7) | (x2 & x3 & x6 & x7) | (x2 & x4 & x6 & x7) | (x3 & x4 & x6 & x7),00000000000000010000000100010111000000010001011100010111011111110000000100010111000101110111111100010111011111110111111111111111,Essential Monotone Boolean Function
y6,"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1  1 -1  1  1  1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1  1 -1  1  1  1
 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1  1 -1  1  1  1 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1
 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1]",0,(x0 & x1 & x2 & x3) | (x0 & x1 & x2 & x4) | (x0 & x1 & x2 & x5) | (x0 & x1 & x2 & x7) | (x0 & x1 & x3 & x4) | (x0 & x1 & x3 & x5) | (x0 & x1 & x3 & x7) | (x0 & x1 & x4 & x5) | (x0 & x1 & x4 & x7) | (x0 & x1 & x5 & x7) | (x0 & x2 & x3 & x4) | (x0 & x2 & x3 & x5) | (x0 & x2 & x3 & x7) | (x0 & x2 & x4 & x5) | (x0 & x2 & x4 & x7) | (x0 & x2 & x5 & x7) | (x0 & x3 & x4 & x5) | (x0 & x3 & x4 & x7) | (x0 & x3 & x5 & x7) | (x0 & x4 & x5 & x7) | (x1 & x2 & x3 & x4) | (x1 & x2 & x3 & x5) | (x1 & x2 & x3 & x7) | (x1 & x2 & x4 & x5) | (x1 & x2 & x4 & x7) | (x1 & x2 & x5 & x7) | (x1 & x3 & x4 & x5) | (x1 & x3 & x4 & x7) | (x1 & x3 & x5 & x7) | (x1 & x4 & x5 & x7) | (x2 & x3 & x4 & x5) | (x2 & x3 & x4 & x7) | (x2 & x3 & x5 & x7) | (x2 & x4 & x5 & x7) | (x3 & x4 & x5 & x7),00000000000000010000000100010111000000010001011100010111011111110000000100010111000101110111111100010111011111110111111111111111,Essential Monotone Boolean Function
y7,"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1  1 -1  1  1  1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1  1 -1  1  1  1
 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1  1 -1  1  1  1 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1
 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1]",0,(x0 & x1 & x2 & x3) | (x0 & x1 & x2 & x4) | (x0 & x1 & x2 & x5) | (x0 & x1 & x2 & x6) | (x0 & x1 & x3 & x4) | (x0 & x1 & x3 & x5) | (x0 & x1 & x3 & x6) | (x0 & x1 & x4 & x5) | (x0 & x1 & x4 & x6) | (x0 & x1 & x5 & x6) | (x0 & x2 & x3 & x4) | (x0 & x2 & x3 & x5) | (x0 & x2 & x3 & x6) | (x0 & x2 & x4 & x5) | (x0 & x2 & x4 & x6) | (x0 & x2 & x5 & x6) | (x0 & x3 & x4 & x5) | (x0 & x3 & x4 & x6) | (x0 & x3 & x5 & x6) | (x0 & x4 & x5 & x6) | (x1 & x2 & x3 & x4) | (x1 & x2 & x3 & x5) | (x1 & x2 & x3 & x6) | (x1 & x2 & x4 & x5) | (x1 & x2 & x4 & x6) | (x1 & x2 & x5 & x6) | (x1 & x3 & x4 & x5) | (x1 & x3 & x4 & x6) | (x1 & x3 & x5 & x6) | (x1 & x4 & x5 & x6) | (x2 & x3 & x4 & x5) | (x2 & x3 & x4 & x6) | (x2 & x3 & x5 & x6) | (x2 & x4 & x5 & x6) | (x3 & x4 & x5 & x6),00000000000000010000000100010111000000010001011100010111011111110000000100010111000101110111111100010111011111110111111111111111,Essential Monotone Boolean Function
